xsurvey1775	y0survey1775
1.019870400000e+04	6.375100880194e-01
1.019870200000e+04	3.523738677867e-01
1.019870000000e+04	5.877640015057e-01
1.019869800000e+04	7.117956609876e-01
1.019869600000e+04	8.743863253872e-01
1.019869400000e+04	8.541472808306e-01
1.019869200000e+04	9.798142771061e-01
1.019869000000e+04	1.105112627418e+00
1.019868800000e+04	1.667502593914e+00
1.019868600000e+04	2.217235890857e+00
1.019868400000e+04	2.067838121042e+00
1.019868200000e+04	1.696955655032e+00
1.019868000000e+04	7.876588083916e-01
1.019867800000e+04	6.673922165446e-01
1.019867600000e+04	1.350139304666e+00
1.019867400000e+04	1.238294025970e+00
1.019867200000e+04	7.366100765769e-01
1.019867000000e+04	4.644926708575e-01
1.019866800000e+04	8.805603667225e-01
1.019866600000e+04	5.421562872807e-01
1.019866400000e+04	8.997226954467e-01
1.019866200000e+04	9.051750990682e-01
1.019866000000e+04	3.953204541737e-01
1.019865800000e+04	5.681846354634e-01
1.019865600000e+04	7.595205143783e-01
1.019865400000e+04	8.629809711188e-01
1.019865200000e+04	1.231180964643e+00
1.019865000000e+04	1.279773965084e+00
1.019864800000e+04	1.497309049038e+00
1.019864600000e+04	2.375653995019e+00
1.019864400000e+04	3.506100818799e+00
1.019864200000e+04	3.805332007944e+00
1.019864000000e+04	3.550833368762e+00
1.019863800000e+04	2.149164667231e+00
1.019863600000e+04	1.683200918100e+00
1.019863400000e+04	1.425819467117e+00
1.019863200000e+04	9.898195977008e-01
1.019863000000e+04	9.038637286806e-01
1.019862800000e+04	1.120795866271e+00
1.019862600000e+04	1.503259569482e+00
1.019862400000e+04	1.933872978920e+00
1.019862200000e+04	1.442255590857e+00
1.019862000000e+04	5.689787275955e-01
1.019861800000e+04	5.321552733845e-01
1.019861600000e+04	1.284258854071e+00
1.019861400000e+04	1.550520015746e+00
1.019861200000e+04	1.782118653451e+00
1.019861000000e+04	1.171117026725e+00
1.019860800000e+04	1.378661457348e+00
1.019860600000e+04	1.119647916343e+00
1.019860400000e+04	1.289230223585e+00
1.019860200000e+04	1.142534924618e+00
1.019860000000e+04	1.529199585897e+00
1.019859800000e+04	1.855672293927e+00
1.019859600000e+04	1.938512681708e+00
1.019859400000e+04	2.511594964520e+00
1.019859200000e+04	3.534494666254e+00
1.019859000000e+04	6.167916127678e+00
1.019858800000e+04	6.240692428158e+00
1.019858600000e+04	4.891360772779e+00
1.019858400000e+04	3.251701371094e+00
1.019858200000e+04	2.640926898560e+00
1.019858000000e+04	1.823833427323e+00
1.019857800000e+04	1.216203052491e+00
1.019857600000e+04	1.259642057720e+00
1.019857400000e+04	1.276863002405e+00
1.019857200000e+04	1.036878847499e+00
1.019857000000e+04	9.618227378650e-01
1.019856800000e+04	7.556021209614e-01
1.019856600000e+04	6.200068282718e-01
1.019856400000e+04	9.978176834447e-01
1.019856200000e+04	3.244575745212e-01
1.019856000000e+04	2.464706994594e-01
1.019855800000e+04	4.762411384490e-01
1.019855600000e+04	6.157442379110e-01
1.019855400000e+04	2.034098180792e-01
1.019855200000e+04	7.154557725117e-01
1.019855000000e+04	4.723134170508e-01
1.019854800000e+04	2.616751925076e-01
1.019854600000e+04	6.498971622191e-01
1.019854400000e+04	8.384838791500e-01
1.019854200000e+04	1.653345805048e-01
1.019854000000e+04	3.161536417847e-01
1.019853800000e+04	7.094409173226e-01
1.019853600000e+04	2.058997082662e-01
1.019853400000e+04	5.506027974936e-01
1.019853200000e+04	4.825492148378e-01
1.019853000000e+04	4.791463361897e-01
1.019852800000e+04	4.471745206291e-01
1.019852600000e+04	3.082416435279e-01
1.019852400000e+04	5.374605548859e-01
1.019852200000e+04	4.840609767944e-01
1.019852000000e+04	5.792130227622e-01
1.019851800000e+04	2.548715925230e-01
1.019851600000e+04	3.685972946636e-01
1.019851400000e+04	2.673567458646e-01
1.019851200000e+04	7.124802382751e-02
1.019851000000e+04	9.149406055344e-01
1.019850800000e+04	5.373977925270e-01
1.019850600000e+04	2.327424641545e-01
1.019850400000e+04	5.718572727725e-01
1.019850200000e+04	4.979261531965e-01
1.019850000000e+04	2.269439730508e-01
1.019849800000e+04	7.734419460995e-02
1.019849600000e+04	3.350488244352e-01
1.019849400000e+04	2.574983881340e-01
1.019849200000e+04	3.482406549854e-01
1.019849000000e+04	3.291055321390e-02
1.019848800000e+04	1.596970126485e-01
1.019848600000e+04	3.059309006895e-01
1.019848400000e+04	8.619869261171e-02
1.019848200000e+04	4.833950476895e-02
1.019848000000e+04	8.933377402092e-02
1.019847800000e+04	3.159527038873e-01
1.019847600000e+04	1.756234302803e-01
1.019847400000e+04	2.483782054937e-01
1.019847200000e+04	2.194577325208e-01
1.019847000000e+04	2.445884830240e-01
1.019846800000e+04	9.002832412424e-02
1.019846600000e+04	3.828377311553e-01
1.019846400000e+04	3.799925186959e-01
1.019846200000e+04	2.190767734368e-01
1.019846000000e+04	2.148404972361e-01
1.019845800000e+04	2.209996977087e-01
1.019845600000e+04	3.974074890445e-01
1.019845400000e+04	4.939391076696e-01
1.019845200000e+04	3.969155662337e-01
1.019845000000e+04	1.008831811744e-01
1.019844800000e+04	5.921690804178e-01
1.019844600000e+04	2.014682891961e-01
1.019844400000e+04	3.886363573263e-01
1.019844200000e+04	5.599149935595e-01
1.019844000000e+04	3.015389121817e-01
1.019843800000e+04	1.690988071348e-01
1.019843600000e+04	1.337656803557e-01
1.019843400000e+04	2.936286231597e-01
1.019843200000e+04	2.866854098835e-01
1.019843000000e+04	5.898066102252e-01
1.019842800000e+04	2.405063628907e-01
1.019842600000e+04	3.393174035843e-01
1.019842400000e+04	3.366188558511e-02
1.019842200000e+04	1.748551742295e-01
1.019842000000e+04	4.165653367934e-01
1.019841800000e+04	2.910567364446e-01
1.019841600000e+04	1.081398578923e-01
1.019841400000e+04	4.584470316501e-01
1.019841200000e+04	5.435530539207e-01
1.019841000000e+04	4.152244929063e-01
1.019840800000e+04	4.086692678786e-01
1.019840600000e+04	4.366207060748e-01
1.019840400000e+04	2.155560483886e-01
1.019840200000e+04	1.347289769365e-01
1.019840000000e+04	2.717315090754e-01
1.019839800000e+04	2.554731428863e-01
1.019839600000e+04	1.674385755238e-01
1.019839400000e+04	3.613561511898e-01
1.019839200000e+04	3.930535917268e-01
1.019839000000e+04	1.697712644901e-01
1.019838800000e+04	5.114011579357e-01
1.019838600000e+04	3.862830849516e-01
1.019838400000e+04	5.234277336664e-01
1.019838200000e+04	5.167094405627e-01
1.019838000000e+04	1.895954846904e-01
1.019837800000e+04	9.187209146710e-02
1.019837600000e+04	2.254548415774e-01
1.019837400000e+04	2.837176803672e-01
1.019837200000e+04	3.321426837986e-01
1.019837000000e+04	2.343472123748e-01
1.019836800000e+04	2.418167779090e-01
1.019836600000e+04	1.370641856502e-01
1.019836400000e+04	3.683189294494e-01
1.019836200000e+04	1.668187331372e-01
1.019836000000e+04	3.996992988999e-01
1.019835800000e+04	6.472319157876e-01
1.019835600000e+04	5.634253515036e-01
1.019835400000e+04	5.749908212549e-01
1.019835200000e+04	1.819940162150e-01
1.019835000000e+04	2.245184524197e-01
1.019834800000e+04	5.350058534203e-01
1.019834600000e+04	4.819223702339e-01
1.019834400000e+04	8.180742677324e-01
1.019834200000e+04	1.991148385699e-01
1.019834000000e+04	1.974666852604e-01
1.019833800000e+04	3.862272297785e-01
1.019833600000e+04	4.493663876004e-01
1.019833400000e+04	2.235320074041e-01
1.019833200000e+04	8.640461701919e-02
1.019833000000e+04	4.720475715348e-01
1.019832800000e+04	1.155993054162e-01
1.019832600000e+04	2.529439241613e-01
1.019832400000e+04	4.079709473602e-01
1.019832200000e+04	3.284552149636e-01
1.019832000000e+04	9.002009645428e-02
1.019831800000e+04	1.298757256858e-01
1.019831600000e+04	4.312810749842e-01
1.019831400000e+04	1.774056206467e-01
1.019831200000e+04	2.185165545563e-01
1.019831000000e+04	1.046380575665e-01
1.019830800000e+04	1.948268207499e-01
1.019830600000e+04	5.051193646285e-01
1.019830400000e+04	1.050920924478e+00
1.019830200000e+04	2.748965991371e-01
1.019830000000e+04	7.994263475457e-02
1.019829800000e+04	1.564075165894e-01
1.019829600000e+04	4.636329419667e-01
1.019829400000e+04	1.327829074642e-01
1.019829200000e+04	3.627383888768e-01
1.019829000000e+04	2.414339479610e-01
1.019828800000e+04	8.098799077831e-02
1.019828600000e+04	1.064958319471e-01
1.019828400000e+04	2.170031050381e-01
1.019828200000e+04	9.899550819243e-02
1.019828000000e+04	4.709734233714e-01
1.019827800000e+04	4.266032785066e-01
1.019827600000e+04	2.068550164161e-01
1.019827400000e+04	1.339982588125e-01
1.019827200000e+04	1.802767489754e-01
1.019827000000e+04	3.164932951390e-01
1.019826800000e+04	3.260566622066e-01
1.019826600000e+04	3.692755952586e-01
1.019826400000e+04	5.708903816117e-01
1.019826200000e+04	5.323343504922e-01
1.019826000000e+04	2.020126471677e-01
1.019825800000e+04	7.847760777447e-02
1.019825600000e+04	3.989066973267e-01
1.019825400000e+04	4.109003310433e-01
1.019825200000e+04	3.332731209698e-01
1.019825000000e+04	5.645820514051e-01
1.019824800000e+04	2.233256958275e-01
1.019824600000e+04	3.093342007606e-01
1.019824400000e+04	1.876516532401e-01
1.019824200000e+04	4.838802281903e-01
1.019824000000e+04	4.365738586817e-01
1.019823800000e+04	4.206818916769e-01
1.019823600000e+04	5.548029696915e-02
1.019823400000e+04	1.027707288065e-01
1.019823200000e+04	3.412769125468e-01
1.019823000000e+04	4.199887663846e-01
1.019822800000e+04	4.620564054020e-01
1.019822600000e+04	4.058178745761e-01
1.019822400000e+04	1.092287809261e-01
1.019822200000e+04	6.763575779675e-01
1.019822000000e+04	4.716271499993e-01
1.019821800000e+04	1.940018972056e-01
1.019821600000e+04	4.746265854141e-01
1.019821400000e+04	3.695164923550e-01
1.019821200000e+04	8.975958204489e-01
1.019821000000e+04	2.727354878044e-01
1.019820800000e+04	3.653315531989e-01
1.019820600000e+04	5.817296465700e-01
1.019820400000e+04	1.891626438351e-02
1.019820200000e+04	2.381035035865e-01
1.019820000000e+04	4.647696605953e-01
1.019819800000e+04	1.229514979142e-01
1.019819600000e+04	4.123226260019e-01
1.019819400000e+04	6.371062272831e-01
1.019819200000e+04	4.591762647003e-01
1.019819000000e+04	1.277076190490e-01
1.019818800000e+04	2.987437139621e-01
1.019818600000e+04	5.844734194275e-01
1.019818400000e+04	1.745027211764e-01
1.019818200000e+04	4.242946999914e-01
1.019818000000e+04	2.428118504591e-01
1.019817800000e+04	5.941901251466e-01
1.019817600000e+04	4.831604101912e-01
1.019817400000e+04	7.273421409250e-01
1.019817200000e+04	6.795012904710e-01
1.019817000000e+04	2.781978387381e-01
1.019816800000e+04	3.230393166513e-01
1.019816600000e+04	4.734131129295e-01
1.019816400000e+04	2.662209513174e-01
1.019816200000e+04	6.943010272475e-01
1.019816000000e+04	3.319487201190e-01
1.019815800000e+04	7.775687287139e-01
1.019815600000e+04	1.007528901385e+00
1.019815400000e+04	7.528838823075e-01
1.019815200000e+04	1.384314828494e+00
1.019815000000e+04	1.122515574282e+00
1.019814800000e+04	1.235185296981e+00
1.019814600000e+04	1.794807271244e+00
1.019814400000e+04	1.967628299958e+00
1.019814200000e+04	2.746904776651e+00
1.019814000000e+04	3.446318532079e+00
1.019813800000e+04	3.488386046430e+00
1.019813600000e+04	4.451038868939e+00
1.019813400000e+04	3.653635224989e+00
1.019813200000e+04	2.615576397804e+00
1.019813000000e+04	2.035401437308e+00
1.019812800000e+04	1.762885460500e+00
1.019812600000e+04	1.021685913477e+00
1.019812400000e+04	9.166330582549e-01
1.019812200000e+04	1.321033320716e+00
1.019812000000e+04	1.251175652648e+00
1.019811800000e+04	1.604470531160e+00
1.019811600000e+04	1.235434754379e+00
1.019811400000e+04	5.329659480736e-01
1.019811200000e+04	4.762384599509e-01
1.019811000000e+04	6.257184441751e-01
1.019810800000e+04	3.009856738149e-01
1.019810600000e+04	3.855240494364e-01
1.019810400000e+04	9.970552007020e-01
1.019810200000e+04	4.623805782341e-01
1.019810000000e+04	4.090865918273e-01
1.019809800000e+04	7.872321933324e-01
1.019809600000e+04	5.381399013936e-01
1.019809400000e+04	5.915364193296e-01
1.019809200000e+04	1.044549698109e+00
1.019809000000e+04	1.023541064790e+00
1.019808800000e+04	1.526488771315e+00
1.019808600000e+04	1.811194652972e+00
1.019808400000e+04	1.723205776618e+00
1.019808200000e+04	2.102581670869e+00
1.019808000000e+04	1.740321452136e+00
1.019807800000e+04	1.360479207506e+00
1.019807600000e+04	1.065273965453e+00
1.019807400000e+04	1.631161038075e-01
1.019807200000e+04	6.122074964065e-01
1.019807000000e+04	9.444910080353e-01
1.019806800000e+04	4.426507446641e-01
1.019806600000e+04	5.168645533983e-01
1.019806400000e+04	4.980400071298e-01
1.019806200000e+04	4.236109890042e-01
1.019806000000e+04	7.210063539423e-01
1.019805800000e+04	5.974994067088e-01
1.019805600000e+04	3.562752504469e-01
1.019805400000e+04	5.885353739024e-01
1.019805200000e+04	3.941163772022e-01
1.019805000000e+04	5.101886611072e-01
1.019804800000e+04	3.504108600416e-01
1.019804600000e+04	2.457521195244e-01
1.019804400000e+04	4.196352124134e-02
1.019804200000e+04	7.361840016775e-02
1.019804000000e+04	3.483371660679e-01
1.019803800000e+04	3.218074642689e-01
1.019803600000e+04	2.782443905369e-01
1.019803400000e+04	8.166878695101e-02
1.019803200000e+04	1.735722821633e-01
1.019803000000e+04	6.501972686673e-01
1.019802800000e+04	3.980744105661e-01
1.019802600000e+04	3.640672142021e-01
1.019802400000e+04	2.022572484583e-01
1.019802200000e+04	2.548135766075e-01
1.019802000000e+04	1.070247527289e-01
1.019801800000e+04	4.395884758317e-01
1.019801600000e+04	4.572812586805e-01
1.019801400000e+04	2.577764686408e-01
1.019801200000e+04	7.695118620606e-01
1.019801000000e+04	7.018287214804e-01
1.019800800000e+04	5.771491008423e-01
1.019800600000e+04	3.077101061396e-01
1.019800400000e+04	6.897816234225e-01
1.019800200000e+04	4.092610223109e-01
1.019800000000e+04	8.864924490138e-01
1.019799800000e+04	2.561990028828e-01
1.019799600000e+04	5.067994437440e-02
1.019799400000e+04	2.572854144297e-01
1.019799200000e+04	9.859933239138e-02
1.019799000000e+04	2.996878282734e-01
1.019798800000e+04	3.913616783854e-01
1.019798600000e+04	3.540665345160e-01
1.019798400000e+04	2.684453080707e-01
1.019798200000e+04	2.100494540684e-01
1.019798000000e+04	2.653833075444e-01
1.019797800000e+04	2.392029271927e-01
1.019797600000e+04	2.229625368850e-01
1.019797400000e+04	3.677035222881e-01
1.019797200000e+04	6.315230584201e-01
1.019797000000e+04	4.083839190952e-01
1.019796800000e+04	3.906926970657e-01
1.019796600000e+04	4.222843902990e-01
1.019796400000e+04	2.061798478108e-01
1.019796200000e+04	5.230350369567e-01
1.019796000000e+04	2.311634275494e-01
1.019795800000e+04	3.424535293640e-01
1.019795600000e+04	2.987684734814e-01
1.019795400000e+04	3.260222571014e-01
1.019795200000e+04	3.560616919577e-01
1.019795000000e+04	1.504744268640e-01
1.019794800000e+04	5.391648434081e-01
1.019794600000e+04	4.456603377462e-01
1.019794400000e+04	2.765477247378e-01
1.019794200000e+04	4.820509780532e-01
1.019794000000e+04	3.235017737478e-01
1.019793800000e+04	3.143260084782e-01
1.019793600000e+04	5.295109244335e-01
1.019793400000e+04	5.351218198840e-01
1.019793200000e+04	2.176887544240e-01
1.019793000000e+04	1.905424062646e-01
1.019792800000e+04	2.750459028000e-01
1.019792600000e+04	3.844124357901e-01
1.019792400000e+04	5.097101141850e-01
1.019792200000e+04	6.505530737139e-01
1.019792000000e+04	3.070918653986e-01
1.019791800000e+04	4.090493053821e-01
1.019791600000e+04	2.748819392533e-01
1.019791400000e+04	4.871305658874e-01
1.019791200000e+04	4.293395628252e-01
1.019791000000e+04	7.175031508867e-01
1.019790800000e+04	3.610164372439e-01
1.019790600000e+04	6.070389728387e-01
1.019790400000e+04	4.478523953886e-01
1.019790200000e+04	3.325017176217e-02
1.019790000000e+04	1.788849573905e-01
1.019789800000e+04	2.732555239612e-01
1.019789600000e+04	1.411109062260e-01
1.019789400000e+04	2.373656627855e-02
1.019789200000e+04	3.935137470591e-01
1.019789000000e+04	2.983624603021e-01
1.019788800000e+04	1.314631336792e-01
1.019788600000e+04	1.604435116931e-01
1.019788400000e+04	8.918768678409e-02
1.019788200000e+04	1.519776384055e-01
1.019788000000e+04	2.712466477599e-01
1.019787800000e+04	2.840748594756e-01
1.019787600000e+04	1.251425392383e-01
1.019787400000e+04	6.159856656649e-02
1.019787200000e+04	8.570831322540e-02
1.019787000000e+04	1.382792423080e-01
1.019786800000e+04	4.321455757417e-01
1.019786600000e+04	3.887843214751e-01
1.019786400000e+04	4.345111118918e-02
1.019786200000e+04	1.089302976606e-01
1.019786000000e+04	3.584415976346e-01
1.019785800000e+04	1.749971557360e-01
1.019785600000e+04	1.690671107507e-01
1.019785400000e+04	4.082390122066e-01
1.019785200000e+04	5.719324511471e-01
1.019785000000e+04	3.183239760412e-01
1.019784800000e+04	6.274382878631e-02
1.019784600000e+04	3.071228780580e-01
1.019784400000e+04	2.484388304405e-01
1.019784200000e+04	2.955863128520e-01
1.019784000000e+04	3.227717174843e-01
1.019783800000e+04	5.588162858288e-01
1.019783600000e+04	2.062800518893e-01
1.019783400000e+04	7.895813668641e-01
1.019783200000e+04	1.135760600645e+00
1.019783000000e+04	6.519638261449e-01
1.019782800000e+04	1.113606976595e+00
1.019782600000e+04	9.653173282262e-01
1.019782400000e+04	1.209876373283e+00
1.019782200000e+04	1.532649661707e+00
1.019782000000e+04	1.768359874842e+00
1.019781800000e+04	8.070466344194e-01
1.019781600000e+04	5.017964242694e-01
1.019781400000e+04	1.288614366950e+00
1.019781200000e+04	1.689551426599e+00
1.019781000000e+04	2.487984212801e+00
1.019780800000e+04	2.923011839316e+00
1.019780600000e+04	3.343919996692e+00
1.019780400000e+04	3.532022118323e+00
1.019780200000e+04	3.575365529522e+00
1.019780000000e+04	2.633833559086e+00
1.019779800000e+04	2.814663487126e+00
1.019779600000e+04	2.035240288588e+00
1.019779400000e+04	2.193559082741e+00
1.019779200000e+04	2.361583515054e+00
1.019779000000e+04	2.056792597219e+00
1.019778800000e+04	2.007067338453e+00
1.019778600000e+04	1.909332557764e+00
1.019778400000e+04	2.069974295374e+00
1.019778200000e+04	2.300367852807e+00
1.019778000000e+04	1.999261124557e+00
1.019777800000e+04	1.823710695857e+00
1.019777600000e+04	1.939129851295e+00
1.019777400000e+04	1.707721932572e+00
1.019777200000e+04	1.898243826143e+00
1.019777000000e+04	1.719873296629e+00
1.019776800000e+04	1.067030912372e+00
1.019776600000e+04	2.184009690141e-01
1.019776400000e+04	1.130806336923e+00
1.019776200000e+04	1.228081948126e+00
1.019776000000e+04	1.639734041361e+00
1.019775800000e+04	1.639956313347e+00
1.019775600000e+04	1.697685368104e+00
1.019775400000e+04	2.404911076251e+00
1.019775200000e+04	2.467789641574e+00
1.019775000000e+04	2.023587124392e+00
1.019774800000e+04	1.916044416848e+00
1.019774600000e+04	1.866691411823e+00
1.019774400000e+04	1.964418635416e+00
1.019774200000e+04	1.321380858440e+00
1.019774000000e+04	1.498103253993e+00
1.019773800000e+04	1.801250597525e+00
1.019773600000e+04	1.300870575292e+00
1.019773400000e+04	5.132024974910e-01
1.019773200000e+04	1.144332321648e+00
1.019773000000e+04	1.697314144256e+00
1.019772800000e+04	1.724868275538e+00
1.019772600000e+04	1.802729919083e+00
1.019772400000e+04	1.719463584181e+00
1.019772200000e+04	1.331606494596e+00
1.019772000000e+04	1.544168344831e+00
1.019771800000e+04	1.978329629544e+00
1.019771600000e+04	1.976844711978e+00
1.019771400000e+04	1.337005321437e+00
1.019771200000e+04	1.047912191941e+00
1.019771000000e+04	9.717952530551e-01
1.019770800000e+04	9.700986863193e-01
1.019770600000e+04	6.651384927437e-01
1.019770400000e+04	5.330653265728e-01
1.019770200000e+04	3.910838816027e-01
1.019770000000e+04	7.214242376438e-01
1.019769800000e+04	3.193340547527e-01
1.019769600000e+04	2.823739462410e-01
1.019769400000e+04	3.058404095827e-01
1.019769200000e+04	4.250673786758e-01
1.019769000000e+04	4.037349197938e-01
1.019768800000e+04	4.296180801147e-01
1.019768600000e+04	5.138196692889e-01
1.019768400000e+04	2.836703681943e-01
1.019768200000e+04	2.493022824495e-01
1.019768000000e+04	2.909324740117e-01
1.019767800000e+04	3.133648846100e-01
1.019767600000e+04	3.056514282101e-01
1.019767400000e+04	2.116591282601e-01
1.019767200000e+04	5.095469774151e-01
1.019767000000e+04	9.732835306768e-02
1.019766800000e+04	2.927194819022e-01
1.019766600000e+04	3.020593376945e-01
1.019766400000e+04	2.580347220741e-01
1.019766200000e+04	2.703661964120e-01
1.019766000000e+04	4.379300492128e-01
1.019765800000e+04	3.586333427903e-01
1.019765600000e+04	3.453377850460e-02
1.019765400000e+04	2.477124357908e-01
1.019765200000e+04	2.213042356766e-01
1.019765000000e+04	5.997856567491e-02
1.019764800000e+04	3.315948434515e-01
1.019764600000e+04	2.661674051241e-01
1.019764400000e+04	6.275726051526e-01
1.019764200000e+04	1.485859910519e-01
1.019764000000e+04	2.389079975049e-01
1.019763800000e+04	3.309886249992e-01
1.019763600000e+04	3.103350264351e-01
1.019763400000e+04	3.217618626765e-01
1.019763200000e+04	4.729556664181e-01
1.019763000000e+04	1.954600377196e-01
1.019762800000e+04	2.644584165395e-01
1.019762600000e+04	4.414410250987e-01
1.019762400000e+04	3.015091271856e-01
1.019762200000e+04	1.753039003533e-01
1.019762000000e+04	5.263487168640e-01
1.019761800000e+04	5.762833756996e-01
1.019761600000e+04	1.889724411852e-01
1.019761400000e+04	4.885945328266e-02
1.019761200000e+04	4.529902073073e-01
1.019761000000e+04	2.032247792833e-01
1.019760800000e+04	2.980776574818e-01
1.019760600000e+04	2.761592199445e-01
1.019760400000e+04	4.603175912313e-01
1.019760200000e+04	2.256921666998e-01
1.019760000000e+04	2.360430213629e-01
1.019759800000e+04	3.311196252997e-01
1.019759600000e+04	6.521936834460e-01
1.019759400000e+04	3.990366392546e-01
1.019759200000e+04	3.342347017722e-01
1.019759000000e+04	7.898826446988e-01
1.019758800000e+04	5.986349515139e-01
1.019758600000e+04	4.381010905753e-01
1.019758400000e+04	4.177281474247e-01
1.019758200000e+04	4.528059287792e-01
1.019758000000e+04	3.862030568907e-01
1.019757800000e+04	6.720691578192e-01
1.019757600000e+04	3.426460847999e-01
1.019757400000e+04	4.935141998812e-01
1.019757200000e+04	7.538279819135e-01
1.019757000000e+04	6.397072314790e-01
1.019756800000e+04	7.259900461085e-02
1.019756600000e+04	4.675336617019e-01
1.019756400000e+04	5.508987594362e-01
1.019756200000e+04	4.418599732796e-01
1.019756000000e+04	2.235579062449e-01
1.019755800000e+04	6.053891058286e-02
1.019755600000e+04	3.102802182865e-01
1.019755400000e+04	1.371618220580e-01
1.019755200000e+04	5.187520292409e-01
1.019755000000e+04	4.524366287531e-01
1.019754800000e+04	2.881531284057e-01
1.019754600000e+04	3.310807327500e-01
1.019754400000e+04	2.753999481790e-01
1.019754200000e+04	1.371451199243e-01
1.019754000000e+04	3.037822026506e-01
1.019753800000e+04	5.121966280193e-01
1.019753600000e+04	5.126346436588e-02
1.019753400000e+04	7.429702282834e-01
1.019753200000e+04	3.588816510673e-01
1.019753000000e+04	5.973728126609e-01
1.019752800000e+04	2.350826982685e-01
1.019752600000e+04	5.333122926428e-01
1.019752400000e+04	1.215858054597e-01
1.019752200000e+04	4.067286457839e-02
1.019752000000e+04	3.098696979430e-01
1.019751800000e+04	4.854350588118e-01
1.019751600000e+04	3.435333554837e-01
1.019751400000e+04	1.589051457797e-01
1.019751200000e+04	4.315994274106e-01
1.019751000000e+04	1.742219715486e-01
1.019750800000e+04	3.896611449371e-01
1.019750600000e+04	2.454865784838e-01
1.019750400000e+04	1.516866817660e-01
1.019750200000e+04	3.680447532176e-01
1.019750000000e+04	5.380428308848e-01
1.019749800000e+04	4.514066025577e-01
1.019749600000e+04	1.150891350686e-01
1.019749400000e+04	1.646291995600e-01
1.019749200000e+04	6.253754919350e-02
1.019749000000e+04	2.683174547691e-01
1.019748800000e+04	1.500535745448e-01
1.019748600000e+04	2.310009546114e-01
1.019748400000e+04	4.663054159966e-02
1.019748200000e+04	3.687056145141e-01
1.019748000000e+04	3.465296458111e-01
1.019747800000e+04	3.498086504681e-01
1.019747600000e+04	2.202648980446e-01
1.019747400000e+04	2.374260888840e-01
1.019747200000e+04	2.330527458647e-01
1.019747000000e+04	2.913312363859e-01
1.019746800000e+04	1.627767005921e-01
1.019746600000e+04	1.462192240367e-01
1.019746400000e+04	1.949383023633e-01
1.019746200000e+04	2.836703697648e-01
1.019746000000e+04	1.055928421424e-01
1.019745800000e+04	1.971957823167e-01
1.019745600000e+04	1.851274508508e-01
1.019745400000e+04	1.396803648183e-01
1.019745200000e+04	2.898167326678e-01
1.019745000000e+04	2.155299089108e-01
1.019744800000e+04	8.568287845062e-02
1.019744600000e+04	2.092425511750e-01
1.019744400000e+04	2.257511414683e-01
1.019744200000e+04	2.915884976482e-01
1.019744000000e+04	4.671214173991e-01
1.019743800000e+04	2.017201940680e-01
1.019743600000e+04	2.042381149375e-01
1.019743400000e+04	1.879708868123e-01
1.019743200000e+04	1.492287990472e-01
1.019743000000e+04	8.015493076040e-02
1.019742800000e+04	1.223372475577e-01
1.019742600000e+04	3.771956761274e-01
1.019742400000e+04	1.060667037458e-01
1.019742200000e+04	2.078745276461e-01
1.019742000000e+04	1.749913324051e-01
1.019741800000e+04	1.548140260485e-01
1.019741600000e+04	1.237560519901e-01
1.019741400000e+04	2.390900496721e-01
1.019741200000e+04	2.046749471851e-01
1.019741000000e+04	2.151898528810e-01
1.019740800000e+04	4.298095562810e-01
1.019740600000e+04	2.975035124025e-01
1.019740400000e+04	3.179335408132e-01
1.019740200000e+04	4.363884543863e-01
1.019740000000e+04	4.545147644270e-01
1.019739800000e+04	4.050542623046e-01
1.019739600000e+04	9.995690910204e-02
1.019739400000e+04	4.667796740525e-01
1.019739200000e+04	4.233276902363e-01
1.019739000000e+04	6.257939785664e-01
1.019738800000e+04	4.238139418344e-01
1.019738600000e+04	2.979435194743e-01
1.019738400000e+04	3.394324129660e-01
1.019738200000e+04	2.752786746244e-01
1.019738000000e+04	3.221792003722e-01
1.019737800000e+04	2.081661604544e-01
1.019737600000e+04	5.165374441290e-01
1.019737400000e+04	1.932684045759e-02
1.019737200000e+04	4.170033324638e-01
1.019737000000e+04	4.487084000360e-01
1.019736800000e+04	8.352474489201e-02
1.019736600000e+04	3.403503701140e-01
1.019736400000e+04	4.978281337400e-01
1.019736200000e+04	3.080894634166e-01
1.019736000000e+04	2.302820686064e-01
1.019735800000e+04	4.755976443688e-01
1.019735600000e+04	1.120568472638e-01
1.019735400000e+04	5.190144606131e-01
1.019735200000e+04	5.228348360221e-01
1.019735000000e+04	2.724369452815e-01
1.019734800000e+04	4.456717235393e-01
1.019734600000e+04	1.132565142176e-01
1.019734400000e+04	6.625249622517e-01
1.019734200000e+04	4.348550510796e-01
1.019734000000e+04	8.215387821091e-01
1.019733800000e+04	3.500508066199e-01
1.019733600000e+04	3.234350627553e-01
1.019733400000e+04	3.184038530520e-01
1.019733200000e+04	2.591373056029e-02
1.019733000000e+04	5.291481907288e-01
1.019732800000e+04	5.793358130953e-01
1.019732600000e+04	6.198957513053e-01
1.019732400000e+04	2.088593918258e-01
1.019732200000e+04	1.671233110536e-01
1.019732000000e+04	3.718262113248e-01
1.019731800000e+04	3.030153190600e-01
1.019731600000e+04	1.051312775269e-01
1.019731400000e+04	2.143374653020e-01
1.019731200000e+04	5.310553995969e-01
1.019731000000e+04	4.966041489432e-01
1.019730800000e+04	4.797836348797e-01
