xsurvey1775	y0survey1775
1.019948600000e+04	2.995497862626e-01
1.019948400000e+04	3.980255630802e-01
1.019948200000e+04	3.551776163022e-01
1.019948000000e+04	2.577833261027e-01
1.019947800000e+04	2.238093707430e-01
1.019947600000e+04	1.670373620477e-01
1.019947400000e+04	2.288315325868e-01
1.019947200000e+04	1.740804445812e-01
1.019947000000e+04	2.371006187837e-01
1.019946800000e+04	1.469984111440e-01
1.019946600000e+04	1.048334597491e-01
1.019946400000e+04	9.837833631607e-02
1.019946200000e+04	1.732549535123e-01
1.019946000000e+04	2.001237744210e-01
1.019945800000e+04	1.491651964540e-01
1.019945600000e+04	4.383656548601e-01
1.019945400000e+04	3.423725023775e-01
1.019945200000e+04	2.289943759898e-01
1.019945000000e+04	3.397551464994e-01
1.019944800000e+04	1.030567326677e-01
1.019944600000e+04	1.679288557310e-01
1.019944400000e+04	3.983711066898e-01
1.019944200000e+04	1.257991879401e-01
1.019944000000e+04	8.454682180400e-02
1.019943800000e+04	2.780728256207e-01
1.019943600000e+04	1.862173963995e-01
1.019943400000e+04	1.930807616589e-01
1.019943200000e+04	2.390494482706e-01
1.019943000000e+04	3.145038820445e-01
1.019942800000e+04	7.591570682360e-02
1.019942600000e+04	3.054103770912e-01
1.019942400000e+04	2.403779383582e-01
1.019942200000e+04	1.347222991003e-01
1.019942000000e+04	4.273623198685e-01
1.019941800000e+04	5.408707059023e-01
1.019941600000e+04	1.787427870603e-01
1.019941400000e+04	4.669830172244e-01
1.019941200000e+04	2.186057992299e-01
1.019941000000e+04	4.909536580043e-01
1.019940800000e+04	3.325254301740e-01
1.019940600000e+04	2.693204686630e-01
1.019940400000e+04	3.191339581187e-01
1.019940200000e+04	3.110523726711e-01
1.019940000000e+04	4.088399328215e-01
1.019939800000e+04	2.256754468777e-01
1.019939600000e+04	2.959742835414e-01
1.019939400000e+04	2.616139852361e-01
1.019939200000e+04	3.767939266542e-01
1.019939000000e+04	4.847046440914e-01
1.019938800000e+04	2.455889408562e-01
1.019938600000e+04	2.454875773436e-01
1.019938400000e+04	3.987544142068e-01
1.019938200000e+04	5.974770642161e-01
1.019938000000e+04	4.514096724412e-01
1.019937800000e+04	3.248028126435e-01
1.019937600000e+04	6.634644412671e-01
1.019937400000e+04	5.890646552446e-01
1.019937200000e+04	5.779846996969e-01
1.019937000000e+04	6.165385668833e-01
1.019936800000e+04	3.067027828015e-01
1.019936600000e+04	4.668395278719e-01
1.019936400000e+04	6.746701897474e-01
1.019936200000e+04	8.762009470473e-01
1.019936000000e+04	7.602341511011e-01
1.019935800000e+04	9.471845606917e-01
1.019935600000e+04	1.463190205354e+00
1.019935400000e+04	1.825873001326e+00
1.019935200000e+04	1.497927048106e+00
1.019935000000e+04	2.322827530927e+00
1.019934800000e+04	2.482453565364e+00
1.019934600000e+04	2.571569501298e+00
1.019934400000e+04	2.839748231397e+00
1.019934200000e+04	2.737222841677e+00
1.019934000000e+04	2.254037824192e+00
1.019933800000e+04	1.897866919447e+00
1.019933600000e+04	1.434596943473e+00
1.019933400000e+04	1.747626327930e+00
1.019933200000e+04	1.179115890314e+00
1.019933000000e+04	2.112765626579e+00
1.019932800000e+04	2.523542016478e+00
1.019932600000e+04	2.203940950627e+00
1.019932400000e+04	1.439394489667e+00
1.019932200000e+04	1.698843104606e+00
1.019932000000e+04	1.824517127537e+00
1.019931800000e+04	1.696652287013e+00
1.019931600000e+04	7.758762613540e-01
1.019931400000e+04	1.398469707832e+00
1.019931200000e+04	1.001473085852e+00
1.019931000000e+04	1.117112951886e+00
1.019930800000e+04	1.054413430327e+00
1.019930600000e+04	1.123012811399e+00
1.019930400000e+04	1.062137177412e+00
1.019930200000e+04	2.128244323482e+00
1.019930000000e+04	1.647327835358e+00
1.019929800000e+04	7.190104812323e-01
1.019929600000e+04	7.107379671901e-01
1.019929400000e+04	1.156040126740e+00
1.019929200000e+04	1.563604459686e+00
1.019929000000e+04	1.066159205241e+00
1.019928800000e+04	9.693337932172e-01
1.019928600000e+04	9.283822023222e-01
1.019928400000e+04	9.301405329288e-01
1.019928200000e+04	7.036911839368e-01
1.019928000000e+04	7.961083709693e-01
1.019927800000e+04	7.886200560831e-01
1.019927600000e+04	6.794341642602e-01
1.019927400000e+04	7.612773924600e-01
1.019927200000e+04	7.902686911846e-01
1.019927000000e+04	5.460733360984e-01
1.019926800000e+04	3.156796756739e-01
1.019926600000e+04	6.304312005406e-01
1.019926400000e+04	2.153522712275e-01
1.019926200000e+04	6.293918825213e-01
1.019926000000e+04	7.769563934744e-01
1.019925800000e+04	2.562338189135e-01
1.019925600000e+04	4.489701389850e-01
1.019925400000e+04	7.175791508610e-01
1.019925200000e+04	4.945193775377e-01
1.019925000000e+04	1.602530571642e-01
1.019924800000e+04	3.333648260249e-01
1.019924600000e+04	2.852077265367e-01
1.019924400000e+04	3.391278998717e-01
1.019924200000e+04	3.463466936486e-01
1.019924000000e+04	6.172439099787e-01
1.019923800000e+04	1.093507234881e+00
1.019923600000e+04	1.258225689578e+00
1.019923400000e+04	1.434199457571e+00
1.019923200000e+04	1.052076001686e+00
1.019923000000e+04	8.627737687769e-01
1.019922800000e+04	6.963646102533e-01
1.019922600000e+04	5.015549799589e-01
1.019922400000e+04	7.792094020257e-01
1.019922200000e+04	7.204143769193e-01
1.019922000000e+04	7.435802968890e-01
1.019921800000e+04	7.273599340082e-01
1.019921600000e+04	4.213344170472e-01
1.019921400000e+04	7.023659685043e-01
1.019921200000e+04	6.534162342079e-01
1.019921000000e+04	9.569877513310e-01
1.019920800000e+04	9.456630232062e-01
1.019920600000e+04	8.349404772030e-01
1.019920400000e+04	1.318272203507e+00
1.019920200000e+04	1.164654948116e+00
1.019920000000e+04	8.954816371896e-01
1.019919800000e+04	1.155889076105e+00
1.019919600000e+04	1.425776807000e+00
1.019919400000e+04	1.068457727440e+00
1.019919200000e+04	1.048928869855e+00
1.019919000000e+04	7.992372620874e-01
1.019918800000e+04	8.061403945964e-01
1.019918600000e+04	8.780546935843e-01
1.019918400000e+04	1.442671443021e+00
1.019918200000e+04	1.851503154143e+00
1.019918000000e+04	1.769147356294e+00
1.019917800000e+04	1.536350147516e+00
1.019917600000e+04	1.015860028132e+00
1.019917400000e+04	7.950747265956e-01
1.019917200000e+04	8.482385599068e-01
1.019917000000e+04	8.235286585547e-01
1.019916800000e+04	8.737784467836e-01
1.019916600000e+04	8.874481271585e-01
1.019916400000e+04	9.211876542419e-01
1.019916200000e+04	6.515907617387e-01
1.019916000000e+04	7.374815187056e-01
1.019915800000e+04	5.599112792782e-01
1.019915600000e+04	8.284091742809e-01
1.019915400000e+04	5.957140646279e-01
1.019915200000e+04	6.886737852163e-01
1.019915000000e+04	7.589938473738e-01
1.019914800000e+04	4.670782152877e-01
1.019914600000e+04	4.906200129159e-01
1.019914400000e+04	3.931572533684e-01
1.019914200000e+04	1.057498675605e+00
1.019914000000e+04	6.454741664620e-01
1.019913800000e+04	8.677075423084e-01
1.019913600000e+04	3.357785870400e-01
1.019913400000e+04	5.697855343651e-01
1.019913200000e+04	3.530136412801e-01
1.019913000000e+04	7.993560010286e-01
1.019912800000e+04	4.112070670238e-01
1.019912600000e+04	7.567686231452e-01
1.019912400000e+04	5.415401598849e-01
1.019912200000e+04	8.850186514516e-01
1.019912000000e+04	1.988743143775e-01
1.019911800000e+04	5.445237311273e-01
1.019911600000e+04	1.043546558085e+00
1.019911400000e+04	8.399730875625e-01
1.019911200000e+04	7.356147443045e-01
1.019911000000e+04	6.995426921285e-01
1.019910800000e+04	2.465540135160e-01
1.019910600000e+04	6.619262358371e-01
1.019910400000e+04	5.634448951757e-01
1.019910200000e+04	3.714685115825e-01
1.019910000000e+04	3.901957810602e-01
1.019909800000e+04	7.305607213858e-01
1.019909600000e+04	3.892089595875e-01
1.019909400000e+04	4.149688810863e-01
1.019909200000e+04	6.074528044204e-01
1.019909000000e+04	4.382724506798e-01
1.019908800000e+04	6.873743884859e-02
1.019908600000e+04	1.655549368647e-01
1.019908400000e+04	1.560394337357e-01
1.019908200000e+04	3.997872171176e-01
1.019908000000e+04	3.460374315289e-01
1.019907800000e+04	2.800857240989e-01
1.019907600000e+04	2.970861364941e-01
1.019907400000e+04	3.907147038209e-01
1.019907200000e+04	3.893686835440e-01
1.019907000000e+04	3.579367242931e-01
1.019906800000e+04	3.490277378688e-01
1.019906600000e+04	2.769575505032e-01
1.019906400000e+04	6.616355258615e-01
1.019906200000e+04	1.504840378527e-01
1.019906000000e+04	4.383769688996e-01
1.019905800000e+04	8.271166772805e-01
1.019905600000e+04	8.053840382730e-01
1.019905400000e+04	8.382303091684e-01
1.019905200000e+04	3.014706312285e-01
1.019905000000e+04	3.886247857325e-01
1.019904800000e+04	3.246444757340e-01
1.019904600000e+04	6.348768567342e-01
1.019904400000e+04	3.745684790911e-01
1.019904200000e+04	3.275737125611e-01
1.019904000000e+04	3.204325969819e-01
1.019903800000e+04	2.139508057323e-01
1.019903600000e+04	4.749462193170e-01
1.019903400000e+04	5.266504288587e-01
1.019903200000e+04	4.512579684340e-01
1.019903000000e+04	3.468020407099e-01
1.019902800000e+04	8.118273713016e-01
1.019902600000e+04	2.912308795928e-01
1.019902400000e+04	5.067508935011e-01
1.019902200000e+04	3.035201466471e-01
1.019902000000e+04	5.004326129106e-01
1.019901800000e+04	1.217871214197e-01
1.019901600000e+04	5.763807390517e-01
1.019901400000e+04	4.528329694973e-01
1.019901200000e+04	7.436759506644e-01
1.019901000000e+04	6.638259047085e-01
1.019900800000e+04	2.968218278216e-01
1.019900600000e+04	1.626623206928e-01
1.019900400000e+04	4.739226543570e-01
1.019900200000e+04	3.970157333317e-01
1.019900000000e+04	1.751949568568e-01
1.019899800000e+04	2.972357399664e-01
1.019899600000e+04	6.364039118190e-01
1.019899400000e+04	6.494992540378e-01
1.019899200000e+04	3.447183910166e-01
1.019899000000e+04	3.563644419117e-01
1.019898800000e+04	2.037960161114e-01
1.019898600000e+04	5.763396350121e-01
1.019898400000e+04	4.147030098567e-01
1.019898200000e+04	5.841442806366e-01
1.019898000000e+04	3.244334516344e-01
1.019897800000e+04	6.988085990312e-01
1.019897600000e+04	3.066402772058e-01
1.019897400000e+04	6.588769959314e-01
1.019897200000e+04	3.779602880025e-01
1.019897000000e+04	6.379205294079e-01
1.019896800000e+04	3.780934296754e-01
1.019896600000e+04	2.912313525227e-01
1.019896400000e+04	2.654111018583e-01
1.019896200000e+04	2.870599834057e-01
1.019896000000e+04	6.161727883563e-01
1.019895800000e+04	6.496864111207e-01
1.019895600000e+04	6.081979561721e-01
1.019895400000e+04	5.433850455955e-01
1.019895200000e+04	3.739755417380e-01
1.019895000000e+04	6.269404727178e-01
1.019894800000e+04	2.948520931606e-01
1.019894600000e+04	2.750238439586e-01
1.019894400000e+04	3.605880716073e-01
1.019894200000e+04	2.046333760902e-01
1.019894000000e+04	3.520431709713e-01
1.019893800000e+04	1.808882855622e-01
1.019893600000e+04	3.076696365401e-01
1.019893400000e+04	5.760151138023e-01
1.019893200000e+04	3.732908116918e-01
1.019893000000e+04	5.149463803547e-01
1.019892800000e+04	6.304071766248e-01
1.019892600000e+04	2.685627998083e-01
1.019892400000e+04	2.622062909142e-01
1.019892200000e+04	1.848156557709e-01
1.019892000000e+04	4.958461657179e-01
1.019891800000e+04	1.466962492712e-01
1.019891600000e+04	3.974964377115e-01
1.019891400000e+04	1.030101327987e-01
1.019891200000e+04	5.417701131263e-01
1.019891000000e+04	3.854845645616e-02
1.019890800000e+04	9.479712919861e-02
1.019890600000e+04	3.223944185974e-01
1.019890400000e+04	4.250974565626e-01
1.019890200000e+04	5.120024065245e-01
1.019890000000e+04	6.516878341230e-01
1.019889800000e+04	3.782278659370e-01
1.019889600000e+04	2.888128629100e-01
1.019889400000e+04	4.814444149044e-01
1.019889200000e+04	6.579246371911e-01
1.019889000000e+04	4.815865541025e-01
1.019888800000e+04	8.530176037957e-01
1.019888600000e+04	4.511342586743e-01
1.019888400000e+04	7.065374421800e-01
1.019888200000e+04	7.729882215560e-01
1.019888000000e+04	2.146456015435e-01
1.019887800000e+04	1.572829520646e-01
1.019887600000e+04	5.026659336296e-01
1.019887400000e+04	5.432333816855e-01
1.019887200000e+04	5.403472460455e-01
1.019887000000e+04	3.409997613916e-01
1.019886800000e+04	5.804749658587e-01
1.019886600000e+04	4.710824258178e-01
1.019886400000e+04	5.371237133397e-01
1.019886200000e+04	3.996015271941e-01
1.019886000000e+04	5.196347538308e-01
1.019885800000e+04	3.929186345557e-01
1.019885600000e+04	3.938437519643e-01
1.019885400000e+04	5.770480941232e-01
1.019885200000e+04	6.358681301172e-01
1.019885000000e+04	4.978918010223e-01
1.019884800000e+04	4.275604629299e-01
1.019884600000e+04	5.146331752623e-01
1.019884400000e+04	4.011732584189e-01
1.019884200000e+04	7.085749374730e-01
1.019884000000e+04	5.021134283672e-01
1.019883800000e+04	9.521033731815e-01
1.019883600000e+04	4.684502350677e-01
1.019883400000e+04	5.722110233443e-01
1.019883200000e+04	5.128322267026e-01
1.019883000000e+04	3.787806581399e-01
1.019882800000e+04	5.548239274660e-01
1.019882600000e+04	9.956951581411e-01
1.019882400000e+04	6.065810504446e-01
1.019882200000e+04	6.390939148450e-01
1.019882000000e+04	1.019624089890e+00
1.019881800000e+04	4.220056216858e-01
1.019881600000e+04	6.290664848755e-01
1.019881400000e+04	8.308547794848e-01
1.019881200000e+04	6.824130841225e-01
1.019881000000e+04	1.028768728625e+00
1.019880800000e+04	6.326219524721e-01
1.019880600000e+04	9.252653608196e-01
1.019880400000e+04	7.601822713255e-01
1.019880200000e+04	1.098434182927e+00
1.019880000000e+04	4.262904893125e-01
1.019879800000e+04	4.681286609621e-01
1.019879600000e+04	8.415344459338e-01
1.019879400000e+04	8.971288544269e-01
1.019879200000e+04	1.032103878276e+00
1.019879000000e+04	1.073269899936e+00
1.019878800000e+04	6.459056756766e-01
1.019878600000e+04	9.242551547674e-01
1.019878400000e+04	8.756662925084e-01
1.019878200000e+04	8.395570200708e-01
1.019878000000e+04	6.517940197300e-01
1.019877800000e+04	6.118806552624e-01
1.019877600000e+04	1.183453057413e+00
1.019877400000e+04	1.066410104920e+00
1.019877200000e+04	1.075235239747e+00
1.019877000000e+04	8.858281680469e-01
1.019876800000e+04	7.781213773371e-01
1.019876600000e+04	1.125537023891e+00
1.019876400000e+04	7.685832286942e-01
1.019876200000e+04	9.322671445813e-01
1.019876000000e+04	1.055740754921e+00
1.019875800000e+04	1.023777041459e+00
1.019875600000e+04	9.388616691532e-01
1.019875400000e+04	1.145428803924e+00
1.019875200000e+04	1.401128733573e+00
1.019875000000e+04	1.132461140144e+00
1.019874800000e+04	1.267684132005e+00
1.019874600000e+04	1.515111375009e+00
1.019874400000e+04	2.184777531703e+00
1.019874200000e+04	2.426151757527e+00
1.019874000000e+04	3.559293712037e+00
1.019873800000e+04	5.127785447471e+00
1.019873600000e+04	4.094692535077e+00
1.019873400000e+04	2.403290106425e+00
1.019873200000e+04	1.449143158849e+00
1.019873000000e+04	1.621512631640e+00
1.019872800000e+04	1.931090722405e+00
1.019872600000e+04	1.500118234798e+00
1.019872400000e+04	1.273959987746e+00
1.019872200000e+04	1.045562660601e+00
1.019872000000e+04	1.013929578734e+00
1.019871800000e+04	4.092209571827e-01
1.019871600000e+04	6.460274469222e-01
1.019871400000e+04	6.320028176993e-01
1.019871200000e+04	4.590341348647e-01
1.019871000000e+04	5.822780465522e-01
1.019870800000e+04	8.546270827638e-01
1.019870600000e+04	2.520652605908e-01
